daily_screen_time,distraction_frequency,mood_score,goal_alignment_score,task_completion_rate,time_of_day,hour_of_session,distraction_risk
7.243561663863074,27,3,0.16169455327398685,0.05234717843131309,13,23.43576081706198,1
15.310000289738827,6,7,0.9658323197183326,0.23097931052806364,7,16.80515181228802,0
12.247915185359671,34,10,0.2057943769894217,0.8019139528361265,11,12.055241223881808,0
10.381218778758512,27,1,0.7415661084668296,0.8514891816465466,8,3.991480805017977,1
4.1842609661941115,13,7,0.5466772648973117,0.48306624519330266,5,16.929133431538016,0
4.183923284706837,9,5,0.8844787275967592,0.41607067040868617,17,6.997865202238337,0
2.8131705703547922,15,1,0.5539932555031309,0.9778536935017818,1,6.79074163289595,0
14.126466040849092,15,1,0.5345592191563087,0.2005646595880699,22,5.718906634753634,1
10.415610164404923,30,1,0.1954580003683999,0.21535928285460848,7,21.002929376434807,1
11.913016089144637,41,9,0.16622936205165872,0.29186717703639975,23,20.831146720371798,1
2.2881829201412343,24,3,0.9164891511155142,0.1727573182810873,13,15.143290676881396,0
15.57873793026792,12,5,0.32783819885003407,0.3793655982041866,5,11.35154355289766,1
13.654196971205904,5,10,0.37208225496289593,0.9108342269897538,9,16.130747042371176,0
4.972747549495866,43,9,0.7598236584283884,0.6153478406285743,7,14.573506807161376,0
4.545549540899408,8,6,0.33882348242280735,0.41194654861226365,16,9.977621959761297,0
4.567663137948074,44,9,0.9520624466390027,0.9344107945712148,11,9.111140819655224,0
6.259391401433528,35,8,0.7379277689988003,0.04846423247582232,16,9.187063395488405,0
9.346590042851329,42,8,0.59742924257342,0.21027617790186137,12,14.139201675744918,1
8.047230260989622,19,1,0.8808951605447525,0.565888605101759,18,15.544064546899822,0
6.077207962772587,17,9,0.04960590834948275,0.6155526231931792,11,10.841802084370608,0
10.565940526113312,42,6,0.25706269218920874,0.03955750656261314,15,23.248594805113033,1
3.9529140491285855,20,9,0.46503633422090995,0.4030387579071322,4,2.012297232107545,1
6.090025079493055,3,3,0.22697853947152102,0.6491539648308727,15,8.329128622890648,0
7.129065806111684,49,3,0.7439051873021519,0.6980705464034016,5,10.057792395010583,1
8.384979779038503,32,6,0.9192080310537252,0.6381399025162693,10,0.4061122431586348,0
12.99246345950219,26,9,0.4237701199309234,0.32056322436092455,16,8.758972504037404,1
4.7954329502170365,6,7,0.34213260011189495,0.09352012359790951,22,6.569038012148221,0
9.199282137790561,5,3,0.9615507321375663,0.4271124464193341,13,12.144870485459538,0
10.293803964068594,14,3,0.44485243282754083,0.12875443736805547,5,8.073853132398462,0
2.650305778079968,17,2,0.4890484004492832,0.9476236585206671,22,17.42837123871507,0
10.505627926620138,31,9,0.35164987234190537,0.47517086602262826,10,12.238379889783564,0
4.387337731622082,10,3,0.9095484730121384,0.31725917435686757,11,3.114293603910345,0
2.9107223017939132,19,5,0.5689554832818507,0.7663040711189001,12,18.00147177946433,0
15.284397521546666,23,9,0.7621745871816447,0.49794859258226387,3,2.3814935059842384,1
15.518848463043831,14,8,0.8118067183508864,0.31003402401245006,6,20.137180033904578,0
13.317562873630456,47,2,0.3418490419172582,0.8119677423908017,1,22.354132658069265,1
6.26459276842719,6,3,0.43369433132038004,0.867152151001122,5,7.738686964436494,0
3.367409596089374,20,2,0.8484717744062646,0.673008166288677,5,22.22742319831034,0
11.579262371170197,41,8,0.36325535167581025,0.046964422407667294,17,19.03219581894092,1
8.162134912354418,25,6,0.7939351334518513,0.5663228801665321,19,22.138454664090478,0
3.7085352878269036,43,6,0.9409923225744371,0.7632949119972816,7,15.990483286100345,0
8.932476741557782,13,9,0.623210373068007,0.13650301208358218,7,5.655456946114125,0
2.4814392956130575,36,8,0.7416272874518889,0.22867075138460335,7,21.468557685863342,0
14.73048562910295,20,4,0.8050973120411349,0.8824951050681364,7,4.422361828097849,1
5.622919742400237,17,4,0.8450396488966425,0.020121721853074037,0,5.113453224420852,1
11.275311980955747,4,9,0.39505333785679597,0.752727137825976,1,6.505511763368729,0
6.363955065251753,2,1,0.05126345917599817,0.4737732925144229,11,7.301911475678032,0
9.280952296489351,22,2,0.4018762712367395,0.44677215883960686,14,12.347511411144733,1
9.653943910805914,25,2,0.6737562297840898,0.0070965324948871755,3,17.12297665041706,1
4.587962377357378,36,6,0.4503503857807928,0.8193982309664928,2,22.22899618561641,1
15.57418478870382,23,4,0.7489631508603986,0.35982490063656647,13,2.1225020960520586,1
12.851859527055604,48,10,0.3569824294686639,0.5407656313005429,21,22.904864693477663,1
15.152985181898648,18,3,0.6347441411040295,0.6773006863356594,22,22.111751210323522,1
14.527582905987083,50,3,0.18641980485397458,0.7026295764379158,7,1.2959830123449345,1
10.370599703355191,24,3,0.7493694366449569,0.9559800588260723,12,8.647707304597505,0
14.906239290323636,20,6,0.5456959688130258,0.5313399532366091,22,19.515441367184074,1
3.2388950287268727,11,8,0.20406438854660058,0.3997195509744276,18,14.677837091505626,0
4.743760073868033,40,7,0.29191117349780726,0.9537036264917079,21,18.69825464116249,0
2.633182044747533,32,4,0.7486087085818324,0.6421102350255211,4,17.256800130957302,1
6.554624630685701,49,4,0.4826012356615207,0.2981503562765556,12,11.922482715051926,0
7.441482055652748,3,10,0.2160314403930722,0.12646424540357115,19,0.9892331028407888,0
5.798886444834543,41,2,0.9672711903702976,0.8425545014651813,0,14.022436849548026,1
13.60232512812701,6,1,0.7151250198168879,0.36218160279415157,15,1.1655996734231033,0
6.99454657371025,21,9,0.9571348325397961,0.6604697213644312,22,14.48944122084314,0
5.933083135623331,32,2,0.4271050453603432,0.47081641936589813,23,19.209860699848278,1
9.597745164215478,16,8,0.47510034069172047,0.19892977979503834,1,14.039801968846046,0
3.972939149646677,23,9,0.8979552161850192,0.6016866086204651,6,23.92852330948073,0
13.230757730556554,33,4,0.5250493402453846,0.06068306895068232,5,10.940796004330394,1
3.0437090115167917,27,8,0.7072789119056672,0.4133424598711922,4,17.971859126495698,0
15.816417112407242,42,9,0.25217287749552997,0.546614939663671,3,16.01311900180578,1
12.811426770153204,40,10,0.44672646870264054,0.43604697411857907,1,23.79436059739411,1
4.782019541478414,38,10,0.12344986581035511,0.7486721752509908,9,17.117256121850524,0
2.0773096397304336,21,5,0.20598003587696168,0.8279249545453125,21,3.9367375550253456,0
13.416459998367678,48,7,0.000943415267631087,0.771243074033178,4,22.932424954013783,1
11.89600281386664,16,10,0.03926505164866023,0.03881294781180211,17,16.02665343469827,1
12.206100352573822,33,4,0.9772838231769293,0.1941287704459722,9,1.4241175393533574,1
12.79778485360324,5,1,0.2423536951367623,0.5366075092637743,22,15.781639338830699,1
3.036625124277265,45,3,0.663310709504002,0.9348220404438012,21,21.194865760194602,0
7.018520199619816,5,5,0.8390996987996115,0.8349567750521169,14,13.849004687760601,0
3.622166833351816,33,3,0.5506604592365643,0.8425345083518017,8,8.496471312768268,0
14.08344796225831,0,7,0.1531445000839562,0.3032081937596749,10,19.701831217694785,1
10.72617377558581,9,9,0.7281164373361664,0.42944789707870257,20,18.780288196939907,0
6.632572347937089,20,6,0.600251410099583,0.4707059473159374,16,13.060371701551219,0
2.8898169040043307,4,10,0.7312505893473751,0.15737158334991042,20,3.704682477501608,0
6.353752504019271,1,1,0.7697466228570872,0.031068130244456316,8,6.023675652556353,0
6.552566508374459,21,7,0.9754103676847451,0.9469028994605169,22,17.723615332466537,0
12.214486496732897,47,3,0.57356328002671,0.24071258566350673,15,19.34597196947826,1
10.925804598972984,1,5,0.3416411126906018,0.2399489037236313,5,6.7023666729837545,0
14.420978396068572,9,10,0.6484645569002371,0.08337905376875954,21,8.831641852482878,0
8.61100895226729,33,4,0.06844070924262613,0.9285077519437785,10,1.8631652459950834,1
3.674319443136224,15,10,0.8973973183215863,0.579737114939772,22,17.123086760795996,0
11.98542702112193,47,5,0.11938101133819679,0.6670368571253539,16,0.0858610704007523,1
12.650990680636564,50,5,0.32784283788581825,0.9115768872630525,3,1.1169965092576337,1
9.857880765972947,38,6,0.8157453806261209,0.3456201689007895,14,0.10425762681815787,1
